gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth,hub,authority,betweenness,net_kzt,n_seed_in,in_cycle,turnover_days,in_tx,out_tx
100000000297649100,transit,0.97899999999999998,12,0.57310000000000005,"Двусторонний поток: out/in=1.76, цикл=1; вх 40000 KZT/1 перев.; исх 70600 KZT/2 перев.",1,1,40000,70600,0.00080239496700000004,1.7649999999999999,2,False,False,0,0,0,-30600,0,True,8,1,2
100000000299820100,terminal,0.34999999999999998,6,0.2974,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 10000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,10000,0,0.00044754836699999998,0,4,False,True,0,0,0,10000,0,False,-1,1,0
100000000307908100,terminal,0.51600000000000001,43,0.18870000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 5000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,5000,0,0.00029551346200000001,0,2,False,False,0,0,0,5000,0,False,-1,1,0
100000000331309100,coordinator,0.98099999999999998,5,0.95909999999999995,"Координирующий кандидат: btw=0.006188, PR=0.0008697; вх 984635 KZT/8 перев.; исх 2.30014e+07 KZT/126 перев.",5,99,984635,23001375,0.00086974174699999999,23.360306103276848,2,False,False,0,0,0.0061875317280000001,-22016740,0,True,2,8,126
100000000332284100,consolidator,0.54900000000000004,5,0.76770000000000005,"Признаки консолидации: 10 плательщиков, seed=0; вх 107426 KZT/12 перев.; исх 289500 KZT/3 перев.",10,3,107426,289500,0.00071271962200000001,2.6948783348537599,2,False,False,0,0,8.1636502999999998e-05,-182074,0,False,0,12,3
100000000343175100,coordinator,0.96599999999999997,11,0.89559999999999995,"Координирующий кандидат: btw=0.000946, PR=0.0007098; seed: вход неполон; контрагенты 8/31; перев. 14/33",8,31,178712,4000039,0.00070976235499999995,-1,0,True,False,0,0,0.00094595306899999997,-3821327,1,False,0,14,33
100000000369781100,terminal,0.34999999999999998,5,0.3019,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 5000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,5000,0,0.00052932117999999995,0,4,False,True,0,0,0,5000,0,False,-1,1,0
100000000375150100,terminal,0.34999999999999998,13,0.46529999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 300000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,300000,0,0.00074079962100000001,0,4,False,True,0,0,0,300000,0,False,-1,1,0
100000000404740100,terminal,0.34999999999999998,26,0.3574,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 25000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,25000,0,0.00055459562699999995,0,4,False,True,0,0,0,25000,0,False,-1,1,0
100000000408846100,terminal,0.72399999999999998,27,0.24740000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 40500 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,40500,0,0.00029410313399999999,0,3,False,False,0,0,0,40500,0,False,-1,1,0
100000000413678100,transit,0.57699999999999996,6,0.54600000000000004,"Двусторонний поток: out/in=1.72, цикл=0; вх 306500 KZT/2 перев.; исх 528198 KZT/18 перев.",2,3,306500,528198,0.00029905713,1.723321370309951,3,False,False,0,0,5.7660734000000001e-05,-221698,0,False,4.5,2,18
100000000424935100,terminal,0.34999999999999998,28,0.22559999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 15000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,15000,0,0.00029977394100000001,0,4,False,True,0,0,0,15000,0,False,-1,1,0
100000000425407100,terminal,0.63,3,0.24579999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 20000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,20000,0,0.00030343252900000002,0,2,False,False,0,0,0,20000,0,False,-1,1,0
100000000437046100,coordinator,0.97299999999999998,0,0.95369999999999999,"Координирующий кандидат: btw=0.002059, PR=0.0007875; вх 1.1072e+06 KZT/20 перев.; исх 7.60622e+06 KZT/73 перев.",9,42,1107200,7606224,0.00078753592899999999,6.8697832369942198,2,False,False,0,0,0.0020587457860000002,-6499024,0,True,0,20,73
100000000440392100,terminal,0.83699999999999997,4,0.32319999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 105705 KZT/4 перев.; исх 0 KZT/0 перев.,1,0,105705,0,0.00029532772399999999,0,1,False,False,0,0,0,105705,1,False,-1,4,0
100000000456947100,peripheral,0.10000000000000001,72,0,Недостаточно структурных признаков; seed: вход неполон; контрагенты 0/0; перев. 0/0,0,0,0,0,0.000284037286,-1,0,True,False,0,0,0,0,0,False,-1,0,0
100000000470237100,terminal,0.34999999999999998,28,0.37419999999999998,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 32500 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,32500,0,0.00058407709199999997,0,4,False,True,0,0,0,32500,0,False,-1,1,0
100000000481716100,terminal,0.54100000000000004,7,0.27600000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 8000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,8000,0,0.00037496698499999998,0,3,False,False,0,0,0,8000,0,False,-1,1,0
100000000489417100,consolidator,0.33900000000000002,13,0.68710000000000004,"Признаки консолидации: 3 плательщиков, seed=0; вх 73504 KZT/3 перев.; исх 80000 KZT/1 перев.",3,1,73504,80000,0.00054847531500000002,1.0883761427949499,2,False,False,0,0,2.3777620000000001e-06,-6496,0,False,0,3,1
100000000490383100,distributor,0.51600000000000001,4,0.71599999999999997,"Признаки распределения: 8 получателей, hub=0; вх 62600 KZT/3 перев.; исх 461375 KZT/9 перев.",3,8,62600,461375,0.00054477044300000005,7.3702076677316297,2,False,False,0,0,4.1808986000000001e-05,-398775,0,False,8.5,3,9
100000000500040100,terminal,0.34999999999999998,0,0.24759999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 20000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,20000,0,0.00030438437899999999,0,4,False,True,0,0,0,20000,0,False,-1,1,0
100000000507799100,transit,0.46700000000000003,38,0.35399999999999998,"Двусторонний поток: out/in=1.56, цикл=0; вх 5132 KZT/1 перев.; исх 8000 KZT/1 перев.",1,1,5132,8000,0.00028458543899999999,1.5588464536243181,1,False,False,0,0,0.000115321468,-2868,1,False,3,1,1
100000000533217100,terminal,0.76500000000000001,0,0.40160000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 53587 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,53587,0,0.00064845202100000002,0,2,False,False,0,0,0,53587,0,False,-1,1,0
100000000534581100,transit,0.54900000000000004,6,0.45150000000000001,"Признаки транзита: out/in=0.715, цикл=0; вх 55960 KZT/2 перев.; исх 40000 KZT/1 перев.",2,1,55960,40000,0.00029682122700000002,0.71479628305932807,3,False,False,0,0,1.9220244999999999e-05,15960,0,False,5,2,1
100000000542087100,terminal,0.34999999999999998,36,0.1226,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 8506.91 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,8506.9099999999999,0,0.00028487704699999998,0,4,False,True,0,0,0,8506.9099999999999,0,False,-1,1,0
100000000552584100,peripheral,0.10000000000000001,24,0.48930000000000001,Недостаточно структурных признаков; вх 2.5e+06 KZT/3 перев.; исх 57500 KZT/1 перев.,1,1,2500000,57500,0.0013958159789999999,0.023,3,False,False,0.0037039062239999998,0.20622813947499999,0,2442500,0,True,4,3,1
100000000555721100,terminal,0.84399999999999997,0,0.35560000000000003,Гипотеза терминала: исходящие не наблюдаются; вх 113000 KZT/3 перев.; исх 0 KZT/0 перев.,2,0,113000,0,0.000306382356,0,1,False,False,0,0,0,113000,1,False,-1,3,0
100000000557536100,terminal,0.34999999999999998,36,0.31709999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 153000 KZT/7 перев.; исх 0 KZT/0 перев.,1,0,153000,0,0.00029914069399999998,0,4,False,True,0,0,0,153000,0,False,-1,7,0
100000000560751100,terminal,0.66300000000000003,13,0.35570000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 25000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,25000,0,0.00054912832499999997,0,3,False,False,0,0,0,25000,0,False,-1,1,0
100000000561160100,terminal,0.34999999999999998,3,0.41489999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 240000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,240000,0,0.000433670376,0,4,False,True,0,0,0,240000,0,False,-1,1,0
100000000569479100,terminal,0.93400000000000005,0,0.41399999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 320000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,320000,0,0.00039267188299999998,0,3,False,False,0,0,0,320000,0,False,-1,1,0
100000000572276100,transit,0.48099999999999998,1,0.34570000000000001,"Двусторонний поток: out/in=2.64, цикл=0; вх 13075 KZT/1 перев.; исх 34547 KZT/1 перев.",1,1,13075,34547,0.00028606304999999999,2.6422179732313578,3,False,False,0,0,1.3870279999999999e-06,-21472,0,False,13,1,1
100000000580561100,peripheral,0.10000000000000001,44,0.57089999999999996,Недостаточно структурных признаков; seed: вход неполон; контрагенты 2/3; перев. 3/13,2,3,27980,1488077,0.00082896360800000001,-1,0,True,False,0,0,1.1888810000000001e-06,-1460097,0,True,4,3,13
100000000581662100,terminal,0.34999999999999998,9,0.24490000000000001,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 21160 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,21160,0,0.000301268514,0,4,False,True,0,0,0,21160,0,False,-1,1,0
100000000581682100,terminal,0.34999999999999998,28,0.1547,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 5000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,5000,0,0.00028928283799999998,0,4,False,True,0,0,0,5000,0,False,-1,1,0
100000000583220100,transit,0.56499999999999995,67,0.51739999999999997,"Двусторонний поток: out/in=152, цикл=0; вх 5000 KZT/1 перев.; исх 761255 KZT/4 перев.",1,1,5000,761255,0.000296489784,152.251,3,False,False,0,0,1.9616538000000002e-05,-756255,0,False,2,1,4
100000000594783100,peripheral,0.10000000000000001,24,0.49049999999999999,Недостаточно структурных признаков; вх 2.635e+06 KZT/10 перев.; исх 152500 KZT/2 перев.,1,2,2635000,152500,0.001455852028,0.057874762808349148,3,False,False,0.0059658260689999998,0.21736445900599999,0,2482500,0,True,0.5,10,2
100000000596954100,peripheral,0.10000000000000001,3,0.43559999999999999,Недостаточно структурных признаков; вх 120000 KZT/1 перев.; исх 48100 KZT/2 перев.,1,2,120000,48100,0.00051250605500000003,0.40083333333333332,2,False,False,0,0,4.8347831999999999e-05,71900,0,False,2,1,2
100000000600707100,terminal,0.34999999999999998,37,0.41089999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 89000 KZT/2 перев.; исх 0 KZT/0 перев.,1,0,89000,0,0.00056652913099999999,0,4,False,True,0,0,0,89000,0,False,-1,2,0
100000000607731100,transit,0.61799999999999999,29,0.50619999999999998,"Двусторонний поток: out/in=3.33, цикл=0; вх 20000 KZT/1 перев.; исх 66666 KZT/1 перев.",1,1,20000,66666,0.00031572707499999999,3.3332999999999999,1,False,False,0,0,5.9444100000000005e-07,-46666,1,False,-1,1,1
100000000607941100,transit,0.96199999999999997,4,0.69169999999999998,"Двусторонний поток: out/in=1.4, цикл=1; вх 50000 KZT/3 перев.; исх 70000 KZT/4 перев.",2,1,50000,70000,0.00057437278999999996,1.3999999999999999,2,False,False,0,0,5.7660734000000001e-05,-20000,0,True,1,3,4
100000000608031100,terminal,0.34999999999999998,16,0.35820000000000002,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 30000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,30000,0,0.00053542995500000001,0,4,False,True,0,0,0,30000,0,False,-1,1,0
100000000611474100,terminal,0.69899999999999995,23,0.37430000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 32000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,32000,0,0.00059195202999999996,0,3,False,False,0,0,0,32000,0,False,-1,1,0
100000000625169100,terminal,0.55700000000000005,1,0.14999999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 10000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,10000,0,0.00028740801799999999,0,2,False,False,0,0,0,10000,0,False,-1,1,0
100000000627521100,terminal,0.34999999999999998,39,0.1169,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 6500 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,6500,0,0.00028456345700000001,0,4,False,True,0,0,0,6500,0,False,-1,1,0
100000000629812100,terminal,0.64300000000000002,55,0.22939999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 22000 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,22000,0,0.00029636181299999998,0,2,False,False,0,0,0,22000,0,False,-1,2,0
100000000634341100,terminal,0.34999999999999998,0,0.35399999999999998,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 24000 KZT/2 перев.; исх 0 KZT/0 перев.,1,0,24000,0,0.00055157643500000002,0,4,False,True,0,0,0,24000,0,False,-1,2,0
100000000640800100,transit,0.58699999999999997,6,0.55989999999999995,"Двусторонний поток: out/in=6.48, цикл=0; вх 80000 KZT/1 перев.; исх 518135 KZT/6 перев.",1,4,80000,518135,0.00030157193499999999,6.4766874999999997,3,False,False,0,0,0.000205280138,-438135,0,False,13,1,6
100000000646541100,terminal,0.66700000000000004,0,0.3397,Гипотеза терминала: исходящие не наблюдаются; вх 25300 KZT/4 перев.; исх 0 KZT/0 перев.,3,0,25300,0,0.00050284303399999997,0,2,False,False,0,0,0,25300,0,False,-1,4,0
100000000655469100,terminal,0.34999999999999998,22,0.28920000000000001,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 20000 KZT/2 перев.; исх 0 KZT/0 перев.,1,0,20000,0,0.00034346976800000002,0,4,False,True,0,0,0,20000,0,False,-1,2,0
100000000656682100,transit,0.64400000000000002,0,0.43559999999999999,"Признаки транзита: out/in=1.13, цикл=0; вх 71000 KZT/1 перев.; исх 80000 KZT/3 перев.",1,2,71000,80000,0.00028800809099999999,1.1267605633802817,3,False,False,0,0,3.8440489000000002e-05,-9000,0,False,5.5,1,3
100000000661131100,terminal,0.59899999999999998,1,0.1507,Гипотеза терминала: исходящие не наблюдаются; вх 15600 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,15600,0,0.000286454259,0,3,False,False,0,0,0,15600,0,False,-1,1,0
100000000661912100,consolidator,0.46600000000000003,6,0.92510000000000003,"Признаки консолидации: 5 плательщиков, seed=1; вх 393036 KZT/9 перев.; исх 430700 KZT/8 перев.",5,2,393036,430700,0.001793141925,1.0958283719557496,1,False,False,0,0,0.000371723493,-37664,1,True,0,9,8
100000000667713100,transit,0.72799999999999998,4,0.66520000000000001,"Двусторонний поток: out/in=0.663, цикл=1; вх 119495 KZT/10 перев.; исх 79236 KZT/7 перев.",2,6,119495,79236,0.00031834171200000001,0.66309050587890705,1,False,False,0,0,8.0843915000000001e-05,40259,1,True,5,10,7
100000000673868100,distributor,0.48399999999999999,30,0.84650000000000003,"Признаки распределения: 5 получателей, hub=0; вх 2.03065e+06 KZT/5 перев.; исх 383000 KZT/19 перев.",1,5,2030650,383000,0.0011624908990000001,0.18860955851574618,3,False,False,0,0,4.1016397999999997e-05,1647650,0,True,0,5,19
100000000673915100,terminal,0.34999999999999998,36,0.15989999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 20200 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,20200,0,0.00028603133099999999,0,4,False,True,0,0,0,20200,0,False,-1,1,0
100000000703894100,peripheral,0.10000000000000001,29,0.42220000000000002,Недостаточно структурных признаков; вх 120000 KZT/1 перев.; исх 35000 KZT/1 перев.,1,1,120000,35000,0.00047417602000000001,0.29166666666666669,1,False,False,0,0,5.9444100000000005e-07,85000,1,False,-1,1,1
100000000703902100,terminal,0.66800000000000004,1,0.2329,Гипотеза терминала: исходящие не наблюдаются; вх 25499 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,25499,0,0.000289348931,0,1,False,False,0,0,0,25499,1,False,-1,1,0
100000000704700100,terminal,0.34999999999999998,25,0.31390000000000001,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 10000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,10000,0,0.00053009713899999998,0,4,False,True,0,0,0,10000,0,False,-1,1,0
100000000706545100,consolidator,0.40600000000000003,4,0.90229999999999999,"Признаки консолидации: 3 плательщиков, seed=1; вх 1.0703e+06 KZT/8 перев.; исх 75800 KZT/3 перев.",3,1,1070300,75800,0.003413557711,0.070821265065869388,1,False,False,0,0,1.9616538000000002e-05,994500,1,True,12,8,3
100000000718427100,terminal,0.52900000000000003,1,0.12759999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 6000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,6000,0,0.000286059725,0,2,False,False,0,0,0,6000,0,False,-1,1,0
100000000723383100,transit,0.66600000000000004,22,0.56030000000000002,"Двусторонний поток: out/in=11, цикл=0; вх 6800 KZT/1 перев.; исх 75000 KZT/2 перев.",1,2,6800,75000,0.00038679636199999998,11.029411764705882,2,False,False,0,0,0.00023896510299999999,-68200,0,False,-1,1,2
100000000724540100,transit,0.60099999999999998,20,0.502,"Двусторонний поток: out/in=2, цикл=0; вх 50000 KZT/1 перев.; исх 100000 KZT/1 перев.",1,1,50000,100000,0.00030794222800000002,2,2,False,False,0,0,1.9814685000000001e-05,-50000,0,False,-1,1,1
100000000733373100,terminal,0.56699999999999995,4,0.2273,Гипотеза терминала: исходящие не наблюдаются; вх 10710 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,10710,0,0.000304116475,0,2,False,False,0,0,0,10710,0,False,-1,1,0
100000000733451100,transit,0.70999999999999996,13,0.62460000000000004,"Двусторонний поток: out/in=4.29, цикл=0; вх 70000 KZT/2 перев.; исх 300000 KZT/1 перев.",1,1,70000,300000,0.000537367452,4.2857142857142856,3,False,False,0,0,2.4570210000000001e-05,-230000,0,False,-1,2,1
100000000733940100,terminal,0.34999999999999998,31,0.43809999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 752000 KZT/2 перев.; исх 0 KZT/0 перев.,1,0,752000,0,0.00040873559900000001,0,4,False,True,0,0,0,752000,0,False,-1,2,0
100000000737152100,terminal,0.34999999999999998,0,0.31369999999999998,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 35000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,35000,0,0.000342564695,0,4,False,True,0,0,0,35000,0,False,-1,1,0
100000000749118100,transit,0.46700000000000003,0,0.32119999999999999,"Двусторонний поток: out/in=1.6, цикл=0; вх 10330 KZT/1 перев.; исх 16500 KZT/1 перев.",1,1,10330,16500,0.00028461501000000001,1.5972894482090998,3,False,False,0,0,1.9220244999999999e-05,-6170,0,False,19,1,1
100000000764836100,peripheral,0.10000000000000001,6,0.40239999999999998,Недостаточно структурных признаков; вх 251716 KZT/1 перев.; исх 50000 KZT/2 перев.,1,2,251716,50000,0.00033484763200000001,0.19863655866134849,3,False,False,0,0,3.8440489000000002e-05,201716,0,False,0,1,2
100000000765628100,terminal,0.51600000000000001,4,0.23130000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 5000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,5000,0,0.00031369607799999999,0,2,False,False,0,0,0,5000,0,False,-1,1,0
100000000769919100,terminal,0.91600000000000004,61,0.45960000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 250000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,250000,0,0.00073068591900000003,0,2,False,False,0,0,0,250000,0,False,-1,1,0
100000000782285100,terminal,0.53100000000000003,0,0.2429,Гипотеза терминала: исходящие не наблюдаются; вх 6151 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,6151,0,0.00031914036499999999,0,3,False,False,0,0,0,6151,0,False,-1,1,0
100000000783406100,terminal,0.53100000000000003,35,0.15379999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 6066 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,6066,0,0.00028861820199999999,0,3,False,False,0,0,0,6066,0,False,-1,1,0
100000000785800100,transit,1,56,0.46229999999999999,"Признаки транзита: out/in=1, цикл=1; вх 19000 KZT/1 перев.; исх 19000 KZT/1 перев.",1,1,19000,19000,0.00035805220499999997,1,2,False,False,0,0,0,0,0,True,0,1,1
100000000790311100,terminal,0.73699999999999999,15,0.26900000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 46300 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,46300,0,0.00029865351199999998,0,2,False,False,0,0,0,46300,0,False,-1,1,0
100000000791285100,transit,0.79200000000000004,27,0.74680000000000002,"Двусторонний поток: out/in=0.58, цикл=1; вх 1.12e+06 KZT/2 перев.; исх 650000 KZT/3 перев.",1,3,1120000,650000,0.00056240147999999995,0.5803571428571429,3,False,False,0,0,3.8836783000000001e-05,470000,0,True,0,2,3
100000000795033100,terminal,0.61899999999999999,0,0.33300000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 18200 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,18200,0,0.00052986106300000003,0,2,False,False,0,0,0,18200,0,False,-1,1,0
100000000795129100,terminal,0.93600000000000005,15,0.41299999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 332000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,332000,0,0.00038884477799999999,0,2,False,False,0,0,0,332000,0,False,-1,1,0
100000000795374100,terminal,0.752,6,0.25719999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 50000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,50000,0,0.00029413007799999999,0,3,False,False,0,0,0,50000,0,False,-1,1,0
100000000802149100,terminal,0.83599999999999997,0,0.28210000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 104128 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,104128,0,0.00029320134199999998,0,3,False,False,0,0,0,104128,0,False,-1,1,0
100000000803368100,terminal,0.34999999999999998,14,0.42070000000000002,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 139503 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,139503,0,0.00054513072600000003,0,4,False,True,0,0,0,139503,0,False,-1,1,0
100000000806727100,peripheral,0.10000000000000001,3,0.222,Недостаточно структурных признаков; вх 45000 KZT/1 перев.; исх 5000 KZT/1 перев.,1,1,45000,5000,0.000343872788,0.1111111111111111,2,False,False,0,0,0,40000,0,False,21,1,1
100000000810551100,peripheral,0.10000000000000001,3,0.37380000000000002,Недостаточно структурных признаков; вх 100000 KZT/1 перев.; исх 7100 KZT/1 перев.,1,1,100000,7100,0.00030389888199999998,0.070999999999999994,1,False,False,0,0,7.5890243999999994e-05,92900,1,False,-1,1,1
